FROM,TO
1854,571
1869,575
1866,582
1890,582
1891,582
1892,582
1907,582
1908,582
1923,582
1927,582
1928,582
1929,582
1932,582
1933,582
1940,582
1941,582
1861,591
1903,591
2847,596
2862,611
2894,611
2932,621
2933,621
2837,627
2883,627
2916,627
2844,631
2885,631
4532,651
4564,651
4565,651
4574,654
4526,655
4533,655
4587,655
4588,655
4514,660
4536,660
4537,660
4538,660
4552,660
4553,660
4554,660
4578,660
4579,660
4548,664
4512,669
4575,669
4556,671
4549,673
4764,677
4765,677
4809,677
4854,677
4889,677
4890,677
4744,679
4859,679
4776,682
4777,682
4876,682
4912,682
4746,686
4747,686
4861,686
4898,686
4824,689
4825,689
4868,689
4869,689
4770,692
4771,692
4791,692
4792,692
4757,694
4758,694
4759,694
4806,694
4807,694
4814,694
4835,694
4836,694
4849,694
4882,694
4883,694
4884,694
4885,694
4752,696
4753,696
4812,696
4819,696
4820,696
4867,696
4901,696
4902,696
4838,699
4839,699
4840,699
4841,699
4918,699
4919,699
4778,702
4795,702
4877,702
4913,702
4914,702
4827,705
4828,705
4829,705
4830,705
4756,708
4847,708
4879,708
4880,708
4917,708
4781,711
4782,711
4826,711
5137,716
5043,716
5060,737
5125,745
5090,745
5091,745
5109,751
5136,751
5299,755
5296,760
5362,760
5363,760
5396,760
5321,766
5303,770
5304,770
5337,770
5413,770
5414,770
5415,770
5463,770
5287,775
5322,781
5318,783
5353,785
5479,785
5334,787
5392,787
5486,787
5359,791
5360,791
5716,795
5717,795
5743,795
5744,795
5745,795
5547,800
5587,800
5588,800
5589,800
5590,800
5591,800
5594,800
5595,800
5628,800
5629,800
5630,800
5631,800
5632,800
5633,800
5634,800
5635,800
5727,800
5728,800
5729,800
5730,800
5731,800
5732,800
5735,800
5736,800
5777,800
5778,800
5779,800
5780,800
5781,800
5782,800
5783,800
5784,800
5785,800
5786,800
5789,800
5790,800
5791,800
5793,800
5569,821
5697,821
5698,821
1619,827
7530,827
5564,827
5674,827
5675,827
5676,827
5982,832
6003,836
6018,836
6031,836
6032,836
6088,836
6089,836
6090,836
6119,836
5979,836
6057,843
1949,848
6056,848
6006,853
6069,853
6099,853
6100,853
6101,853
6120,860
5980,860
6033,864
6121,864
5983,869
7781,872
7782,872
7783,872
7784,872
6986,872
7041,872
7042,872
7043,872
7109,872
7190,872
7374,872
7425,872
7426,872
7427,872
7428,872
7429,872
7738,880
7739,880
7740,880
7741,880
7865,880
2068,880
6883,880
6998,880
6999,880
7000,880
7001,880
7071,880
7072,880
7073,880
7074,880
7075,880
7076,880
7079,880
7387,880
7388,880
7618,880
6958,886
6959,886
6960,886
6961,886
7149,886
7150,886
7151,886
7152,886
7153,886
7154,886
7155,886
7156,886
7327,886
7328,886
7329,886
7330,886
7331,886
7705,886
7706,886
7707,886
7745,894
7746,894
7747,894
7748,894
7749,894
7750,894
7751,894
7752,894
6936,894
7005,894
7006,894
7007,894
7008,894
7009,894
7010,894
7083,894
7084,894
7085,894
7391,894
7392,894
7393,894
7394,894
7395,894
7396,894
7397,894
7800,903
7801,903
7055,903
7131,903
7451,903
7452,903
7453,903
7454,903
7455,903
7456,903
7457,903
7458,903
7459,903
7460,903
7461,903
7462,903
7546,903
7547,903
7548,903
7549,903
7550,903
7551,903
6802,903
6803,903
6804,903
6805,903
6806,903
6807,903
6808,903
6809,903
6810,903
7806,911
7807,911
7808,911
7809,911
6867,911
6868,911
7238,911
7469,911
7470,911
7471,911
7554,911
7555,911
6823,911
6824,911
6825,911
7904,940
1576,951
1581,953
1588,953
1586,958
1606,973
1621,976
1622,976
1641,982
1655,982
1656,982
1696,982
1697,982
1698,982
1747,982
1748,982
1749,982
1720,988
1721,988
1730,988
1676,989
1678,989
1679,989
1735,989
1804,998
1811,1001
1821,1001
1831,1001
1832,1001
1822,1006
6679,1006
6720,1006
6763,1006
6774,1006
2780,1006
1957,1017
2067,1021
2074,1021
2075,1021
2078,1021
2079,1021
2111,1021
2168,1021
2169,1021
2170,1021
1988,1026
1996,1026
2051,1026
2065,1026
2066,1026
2101,1026
2102,1026
2123,1026
2138,1026
2158,1026
2159,1026
2160,1026
2161,1026
2162,1026
7045,1026
5226,1026
5228,1026
1981,1043
2174,1050
2175,1050
2192,1054
2198,1054
2183,1057
2380,1060
2381,1060
2382,1060
2383,1060
2384,1060
2385,1060
2391,1060
2392,1060
2393,1060
2394,1060
2395,1060
2396,1060
2397,1060
2398,1060
2399,1060
2407,1060
2408,1060
2409,1060
2410,1060
2413,1060
2414,1060
2415,1060
2442,1070
2443,1070
2444,1070
2445,1070
2446,1070
2452,1080
2462,1080
2465,1080
2471,1088
2482,1088
2489,1093
2484,1098
2520,1107
7789,1114
7790,1114
6880,1114
7115,1114
7123,1114
7124,1114
7125,1114
7434,1114
7435,1114
7438,1114
6752,1114
6795,1114
2565,1114
2572,1114
2604,1114
2616,1114
2634,1114
2658,1123
2659,1123
2663,1127
2699,1132
2700,1132
2701,1132
2781,1132
2782,1132
2783,1132
2785,1132
2788,1132
2789,1132
2790,1132
2819,1132
2820,1132
2821,1132
2948,1139
2974,1139
2951,1145
2963,1145
2999,1150
4952,1193
4995,1208
5021,1208
4994,1211
5020,1211
4993,1216
5005,1216
5006,1216
5026,1216
5027,1216
5028,1216
5029,1216
5156,1230
5160,1230
5161,1230
5178,1242
5186,1248
5187,1248
5211,1248
5216,1248
5217,1248
5188,1253
5204,1253
5212,1253
5218,1253
2171,1259
6150,1259
5236,1259
5496,1276
5846,1280
5847,1280
5858,1280
5859,1280
5860,1280
5875,1287
5876,1287
5879,1287
5887,1287
5891,1287
6439,1297
6440,1297
6448,1297
6449,1297
6450,1297
6453,1297
6454,1297
6466,1297
6467,1297
5949,1307
5978,1307
5952,1310
5951,1313
6164,1324
6177,1324
6178,1324
6182,1324
6173,1329
6213,1335
6214,1335
6256,1335
6281,1335
6216,1339
6217,1339
6218,1339
6219,1339
6223,1339
6224,1339
6259,1339
6260,1339
6261,1339
6262,1339
6263,1339
6264,1339
6289,1339
6307,1347
6316,1347
6308,1350
6322,1350
6369,1355
6370,1355
6386,1355
6354,1361
6358,1361
6374,1361
6387,1361
6390,1366
6401,1366
6405,1366
6406,1366
6474,1375
6478,1380
6479,1380
6493,1389
6506,1389
6507,1389
6539,1398
6569,1402
6570,1402
6613,1402
6567,1411
6568,1411
6581,1411
6582,1411
6583,1411
6614,1411
6626,1416
6664,1416
7872,1428
7952,1452
2223,495
6512,1386
6522,1386
6616,1412
6617,1412
6618,1412
6619,1412
6620,1412
6621,1412
6632,1412
6633,1412
6644,1412
6645,1412
6646,1412
6650,1412
6651,1412
6652,1412
6653,1412
6654,1412
6655,1412
6656,1412
7127,1425
7436,1425
7680,1425
6669,1425
6705,1425
6706,1425
6746,1425
6762,1425
7940,1434
7948,1441
7951,1451
3115,114
3659,114
3660,114
4025,114
2283,376
2353,376
2354,376
2231,428
6930,428
6937,428
6987,428
7227,428
7228,428
7229,428
7292,428
7671,428
7672,428
7673,428
7726,428
3860,428
2298,452
2216,459
2236,459
2238,459
2239,459
2240,459
2271,459
2272,459
2273,459
2278,459
2279,459
2295,459
2346,459
2347,459
2348,459
2349,459
6197,491
6291,491
1780,510
1781,510
1782,510
1783,510
1784,510
1785,510
1786,510
1787,510
1788,510
1789,510
1790,510
1791,510
1792,510
1793,510
1794,510
1795,510
1796,510
1797,510
1798,510
1799,510
1944,513
1945,513
1946,513
1947,513
1948,513
1950,513
1951,513
1952,513
6059,513
2491,516
2492,516
2493,516
2494,516
2495,516
2496,516
2497,516
2498,516
2499,516
2500,516
2501,516
2502,516
2503,516
2504,516
2505,516
2506,516
2507,516
2509,516
2510,516
2511,516
2512,516
2674,520
2675,520
2676,520
2678,520
2679,520
2680,520
2681,520
2682,520
2685,520
2686,520
2687,520
2688,520
2689,520
4969,526
4970,526
4971,526
4972,526
4973,526
4974,526
4975,526
5037,532
5232,536
5233,536
5257,539
5258,539
5259,539
5260,539
5261,539
5262,539
7225,542
5892,542
5893,542
6130,546
6131,546
6132,546
6133,546
6134,546
6135,546
6136,546
6137,546
6138,546
6139,546
6140,546
6141,546
6142,546
6143,546
6144,546
6145,546
6146,546
6147,546
6704,546
6745,546
6760,546
6761,546
6773,546
1883,555
1871,558
1902,559
1912,559
1920,559
1893,561
1877,563
1880,563
1888,566
1911,566
1921,566
1894,569
1884,573
1909,573
1886,580
1852,583
1896,583
1897,583
1873,588
1885,588
1910,588
1937,588
1889,594
2839,604
7532,608
2856,608
2857,608
2858,608
2859,608
2860,608
2861,608
2873,608
2891,608
2892,608
2925,608
7080,616
7081,616
7528,616
2853,616
2888,616
2889,616
4577,646
4546,657
4527,659
4557,665
4762,676
4763,676
4851,676
4852,676
4853,676
4887,676
4783,683
4784,683
4831,683
4832,683
4842,683
4921,683
4922,683
4923,683
4924,683
4925,683
5108,714
5127,714
5128,714
5129,714
5130,714
5131,714
5132,714
5038,714
5039,714
5297,778
5364,778
5440,778
5441,778
5442,778
5530,797
5652,797
5653,797
5654,797
5713,804
5714,804
5715,804
5742,804
5538,809
5555,809
5556,809
5592,809
5593,809
5637,809
5638,809
5658,809
5659,809
5660,809
5694,809
5733,809
5734,809
5788,809
5532,825
5533,825
5534,825
5553,825
5527,830
5644,830
5645,830
5718,830
6024,834
6045,834
6062,834
6023,839
6053,839
6020,844
6021,844
6022,844
6035,844
6036,844
6037,844
6038,844
6039,844
6040,844
6041,844
6042,844
6047,844
6048,844
6049,844
6050,844
6051,844
6052,844
6124,844
5992,856
5989,862
6025,866
5991,870
7758,874
7015,874
7016,874
7017,874
7086,874
7087,874
7088,874
7089,874
7090,874
7091,874
7300,874
7301,874
7401,874
7402,874
7403,874
7404,874
7405,874
7406,874
7407,874
7785,882
6931,882
6972,882
7046,882
7047,882
7048,882
7049,882
7050,882
7116,882
7117,882
7118,882
7119,882
7120,882
7121,882
7122,882
7230,882
7433,882
7759,888
7760,888
7761,888
7762,888
7763,888
6939,888
7018,888
7019,888
7020,888
7021,888
7022,888
7023,888
7024,888
7025,888
7026,888
7092,888
7093,888
7094,888
7095,888
7096,888
7097,888
7128,888
7408,888
7409,888
7410,888
7411,888
7412,888
7413,888
7686,888
6989,899
6990,899
6991,899
7058,899
7059,899
7060,899
7061,899
7375,899
7377,899
7378,899
7379,899
7380,899
7685,899
7728,899
7729,899
7730,899
7731,899
7732,899
7733,899
7734,899
6938,907
6981,907
6982,907
7185,907
7186,907
7187,907
7188,907
7189,907
7363,907
7364,907
7365,907
7366,907
7367,907
7368,907
7369,907
7370,907
7371,907
7722,907
7723,907
7724,907
7725,907
7900,923
7910,941
1578,952
1620,975
1623,975
1607,978
1634,978
1637,985
1638,985
1729,985
1761,985
1762,985
1763,985
6129,985
1801,990
2709,997
2732,997
2763,997
2764,997
1813,1003
6699,1003
2733,1003
1807,1009
1808,1009
1809,1009
1810,1009
1817,1009
1818,1009
1819,1009
1829,1009
1830,1009
1833,1009
1834,1009
1835,1009
6712,1009
2741,1009
1958,1018
1962,1018
1997,1024
1998,1024
1999,1024
2000,1024
2001,1024
2002,1024
2052,1024
2053,1024
2103,1024
2139,1024
2140,1024
6680,1024
6681,1024
6682,1024
6683,1024
6684,1024
6685,1024
6686,1024
6687,1024
6688,1024
6689,1024
6690,1024
6691,1024
6692,1024
6693,1024
6702,1024
6703,1024
6711,1024
6721,1024
6722,1024
6723,1024
6724,1024
6725,1024
6726,1024
6727,1024
6728,1024
6729,1024
6732,1024
6733,1024
6734,1024
6735,1024
6736,1024
6737,1024
6738,1024
6739,1024
6740,1024
6741,1024
6742,1024
6743,1024
6744,1024
6756,1024
6757,1024
6770,1024
6771,1024
6772,1024
6783,1024
6784,1024
6785,1024
6786,1024
6787,1024
6788,1024
6789,1024
6790,1024
6791,1024
6792,1024
6793,1024
6794,1024
2557,1024
2558,1024
2559,1024
2560,1024
2561,1024
2562,1024
2563,1024
2564,1024
2575,1024
2601,1024
2602,1024
2603,1024
2609,1024
2610,1024
2611,1024
2612,1024
2613,1024
2614,1024
2615,1024
2633,1024
2448,1087
2449,1087
2450,1087
2464,1087
2479,1087
2480,1087
2488,1099
2531,1103
2522,1106
2532,1106
2535,1106
2525,1109
6759,1112
2568,1112
2569,1112
2570,1112
2618,1112
6668,1117
2567,1117
2582,1117
2588,1117
2665,1120
6423,1129
2725,1129
2726,1129
2727,1129
2728,1129
2729,1129
2730,1129
2734,1129
2735,1129
2814,1129
2815,1129
2816,1129
2817,1129
2985,1149
2986,1149
2987,1149
2988,1149
2989,1149
2990,1149
2991,1149
2996,1149
3000,1149
3001,1149
3002,1149
3004,1149
3005,1149
2984,1156
4606,1158
4626,1158
4641,1158
4644,1158
4655,1158
4656,1158
4598,1160
4630,1160
4648,1160
4642,1163
4643,1163
4661,1163
4597,1165
4607,1165
4609,1165
4657,1165
6159,1168
4673,1168
4674,1168
4720,1168
4737,1168
4684,1170
4700,1170
4707,1170
4708,1170
4709,1170
4723,1170
4683,1174
4705,1174
4706,1174
4740,1174
4669,1177
4694,1177
4941,1186
4942,1186
4943,1186
4944,1186
4945,1186
4946,1186
4957,1194
4991,1201
5157,1234
5162,1234
5172,1238
5167,1241
5179,1241
5169,1245
5170,1245
5175,1245
5176,1245
5177,1245
5181,1245
5194,1252
5209,1252
5210,1252
5190,1256
5191,1256
5199,1256
5223,1256
5224,1256
5503,1270
5504,1270
5509,1270
5507,1274
5823,1281
5824,1281
5842,1281
5843,1281
5857,1281
6983,1286
5809,1286
5810,1286
5811,1286
5820,1286
5827,1286
5828,1286
5829,1286
5830,1286
5831,1286
5837,1286
5838,1286
5844,1286
5854,1286
7804,1295
1825,1295
7467,1295
7468,1295
6821,1295
5864,1295
6435,1302
6462,1302
6463,1302
6464,1302
6465,1302
5945,1314
5953,1314
5966,1314
5967,1314
5971,1314
6202,1333
6203,1333
6204,1333
6205,1333
6206,1333
6207,1333
6208,1333
6209,1333
6210,1333
6211,1333
6212,1333
6226,1333
6227,1333
6228,1333
6229,1333
6230,1333
6231,1333
6232,1333
6233,1333
6239,1333
6240,1333
6241,1333
6243,1333
6244,1333
6247,1333
6248,1333
6249,1333
6250,1333
6251,1333
6252,1333
6253,1333
6254,1333
6255,1333
6275,1333
6276,1333
6277,1333
6278,1333
6279,1333
6280,1333
6284,1333
6299,1333
6300,1333
6353,1353
2124,1363
7620,1363
6091,1363
6392,1363
2508,1363
2677,1363
2683,1363
2684,1363
5242,1363
6399,1372
6400,1372
6414,1372
6415,1372
6416,1372
6418,1372
6490,1387
6510,1387
6513,1387
6559,1403
6560,1403
6561,1403
6562,1403
6563,1403
6564,1403
6565,1403
6572,1403
6573,1403
6574,1403
6575,1403
6576,1403
6577,1403
6584,1403
6585,1403
6586,1403
6587,1403
6588,1403
6589,1403
6590,1403
6591,1403
6592,1403
6593,1403
6599,1403
6600,1403
6601,1403
6602,1403
6603,1403
6604,1403
6605,1403
6624,1420
6625,1420
7870,1427
7941,1442
7942,1442
7945,1442
7949,1442
3143,203
3144,203
3731,203
3732,203
3801,203
4121,203
4351,203
4483,203
4513,661
4576,667
4541,672
4793,675
4794,675
4872,675
4873,675
4909,675
4748,680
4862,680
4863,680
4821,685
4822,685
4823,685
4774,688
4871,688
4905,688
4906,691
4907,691
4908,691
4745,701
4860,701
4896,701
4810,704
4891,704
4892,704
4749,707
4750,707
4864,707
4785,710
4786,710
4787,710
4833,710
4843,710
4926,710
5110,715
5041,715
5042,715
5133,732
5134,732
5135,732
5040,732
5064,746
5045,750
5320,754
5335,759
5354,763
5365,768
5366,768
1579,772
6476,772
6755,772
2541,772
5302,772
5305,772
5306,772
5307,772
5308,772
5309,772
5310,772
5311,772
5312,772
5313,772
5314,772
5315,772
5316,772
5317,772
5339,772
5340,772
5341,772
5342,772
5343,772
5344,772
5345,772
5346,772
5347,772
5348,772
5349,772
5350,772
5351,772
5352,772
5416,772
5417,772
5418,772
5419,772
5420,772
5421,772
5422,772
5423,772
5424,772
5425,772
5426,772
5427,772
5428,772
5429,772
5430,772
5464,772
5465,772
5466,772
5467,772
5468,772
5469,772
5470,772
5471,772
5472,772
5473,772
5474,772
5475,772
5476,772
5477,772
5478,772
4062,772
4949,772
5560,805
5669,805
5670,805
5528,806
5646,806
5647,806
5683,806
5574,812
5604,812
5605,812
5757,812
5758,812
5575,814
5606,814
5607,814
5608,814
5699,814
5759,814
5760,814
5561,819
5562,819
5672,819
5704,819
5705,819
5749,819
5559,824
5662,824
5663,824
5667,824
5668,824
5707,824
5747,824
5748,824
5792,824
5526,828
5546,828
5671,828
6046,838
6028,842
6029,842
6094,842
6060,847
6061,847
6127,847
6019,852
6034,859
1943,868
6063,868
6064,868
6065,868
6092,868
5985,868
6969,876
6970,876
6971,876
7167,876
7168,876
7169,876
7170,876
7171,876
7172,876
7343,876
7344,876
7345,876
7346,876
7717,876
7718,876
7719,876
6940,883
6962,883
7157,883
7158,883
7159,883
7332,883
7333,883
7334,883
7335,883
7336,883
7337,883
7338,883
7708,883
7709,883
7710,883
7844,885
7845,885
7846,885
7847,885
7848,885
7849,885
6861,885
6862,885
7512,885
7513,885
7514,885
7515,885
7516,885
7517,885
7518,885
7598,885
7599,885
7600,885
7601,885
7851,893
7852,893
7853,893
7854,893
7855,893
7856,893
6866,893
6869,893
6870,893
6871,893
6872,893
6873,893
6874,893
7298,893
7520,893
7521,893
7522,893
7523,893
7524,893
7604,893
7606,893
7607,893
7608,893
7609,893
7610,893
7681,893
7684,893
7802,902
7803,902
6988,902
7057,902
7440,902
7463,902
7464,902
7465,902
7466,902
7552,902
7553,902
7617,902
6673,902
6695,902
6696,902
6753,902
6811,902
6812,902
6813,902
6814,902
6815,902
6816,902
6817,902
6818,902
6819,902
6820,902
2591,902
6901,910
6902,910
6903,910
6904,910
6905,910
6955,910
6956,910
6957,910
6985,910
7132,910
7146,910
7147,910
7201,910
7202,910
7203,910
7204,910
7251,910
7252,910
7253,910
7254,910
7255,910
7256,910
7257,910
7439,910
7441,910
7633,910
7634,910
7635,910
7636,910
1577,954
2186,1058
2439,1071
2434,1076
2466,1085
2523,1102
2524,1102
2528,1102
2529,1102
2530,1102
2533,1102
2542,1102
2543,1102
2544,1102
2545,1102
2546,1102
2548,1102
2549,1102
2550,1102
2551,1102
6934,1116
6935,1116
7432,1116
7682,1116
2585,1116
2586,1116
2600,1116
2631,1116
2632,1116
2654,1124
2662,1126
2698,1133
2779,1133
2787,1133
2810,1133
2818,1133
2712,1136
2722,1136
2742,1136
2743,1136
2744,1136
2795,1136
2796,1136
2797,1136
2798,1136
2949,1143
2964,1143
5141,1223
5142,1223
5143,1223
5144,1223
5145,1223
5147,1223
5148,1223
5197,1247
5198,1247
5222,1247
5189,1251
5195,1251
5196,1251
5213,1251
5215,1251
5219,1251
5220,1251
5221,1251
5499,1267
5512,1267
5517,1267
5498,1271
7843,1275
7290,1275
7291,1275
5500,1275
5501,1275
5502,1275
5510,1275
5511,1275
5513,1275
5514,1275
5515,1275
5516,1275
5518,1275
5519,1275
5520,1275
5800,1285
5808,1285
5825,1285
5826,1285
5832,1285
5870,1290
5862,1292
5878,1292
6432,1299
6437,1299
6444,1299
5948,1308
5955,1308
5958,1308
5959,1308
5960,1308
5961,1308
5962,1308
5975,1308
5976,1308
5977,1308
5956,1312
5957,1312
5963,1312
6167,1325
6188,1325
6189,1325
6165,1330
6172,1330
6179,1330
6180,1330
6181,1330
6183,1330
6184,1330
6193,1330
6194,1330
6195,1330
6196,1330
6302,1344
6311,1344
6312,1344
6313,1344
6314,1344
6315,1344
6327,1344
6328,1344
6332,1344
6333,1344
6334,1344
6335,1344
6347,1356
6344,1362
6394,1367
6475,1374
6477,1374
6486,1382
6488,1388
6538,1392
6553,1409
6622,1418
6623,1418
6635,1418
6647,1418
6670,1424
6671,1424
6709,1424
6710,1424
6748,1424
7873,1431
7947,1436
3156,259
3852,259
3853,259
5288,777
5289,777
5290,777
5291,777
5292,777
5293,777
5294,777
5295,777
5355,777
5356,777
5357,777
5358,777
5393,777
5394,777
5395,777
5397,777
5431,777
5432,777
5433,777
5434,777
5435,777
5436,777
5437,777
5438,777
5439,777
5462,777
5542,820
5543,820
5544,820
5711,820
5798,820
5598,826
5599,826
5696,826
5754,826
5755,826
5571,829
5572,829
5573,829
5603,829
6043,841
6055,841
6125,841
6126,841
7757,845
1942,845
7400,845
5995,845
5996,845
5997,845
5998,845
5999,845
6000,845
6001,845
6008,845
6009,845
6010,845
6011,845
6012,845
6013,845
6014,845
6015,845
6016,845
6017,845
6073,845
6074,845
6075,845
6076,845
6077,845
6078,845
6079,845
6080,845
6081,845
6082,845
6084,845
6085,845
6086,845
6087,845
6104,845
6105,845
6106,845
6107,845
6108,845
6109,845
6110,845
6111,845
6112,845
6113,845
6114,845
6115,845
6116,845
6117,845
6118,845
6123,845
7791,873
7792,873
7793,873
7794,873
7795,873
7796,873
7444,873
7445,873
7446,873
7447,873
7448,873
7533,873
7534,873
7535,873
7536,873
7537,873
7538,873
7539,873
6796,873
6797,873
6798,873
6882,881
6954,881
6984,881
7144,881
7145,881
7191,881
7303,881
7321,881
7322,881
7323,881
7372,881
7700,881
7701,881
7702,881
7703,881
6884,887
6895,887
6896,887
6897,887
6898,887
6899,887
6900,887
7196,887
7197,887
7198,887
7199,887
7200,887
7245,887
7246,887
7247,887
7248,887
7249,887
7250,887
7625,887
7626,887
7627,887
7628,887
7629,887
7630,887
7631,887
7632,887
6886,897
6889,897
6890,897
6891,897
6892,897
6893,897
6894,897
7193,897
7194,897
7195,897
7240,897
7241,897
7242,897
7243,897
7244,897
7621,897
7622,897
7623,897
7624,897
6973,904
6974,904
6975,904
6976,904
6977,904
6978,904
6979,904
6980,904
7173,904
7174,904
7175,904
7176,904
7177,904
7178,904
7179,904
7180,904
7181,904
7182,904
7183,904
7184,904
7347,904
7348,904
7349,904
7350,904
7351,904
7352,904
7353,904
7354,904
7355,904
7356,904
7357,904
7358,904
7359,904
7360,904
7361,904
7362,904
7720,904
7721,904
7912,924
1575,957
1609,979
1612,979
1642,983
1643,983
1657,983
1658,983
1699,983
1700,983
1701,983
1723,983
1733,983
1734,983
1750,983
6151,983
1640,987
1649,987
1650,987
1651,987
1652,987
1653,987
1654,987
1687,987
1688,987
1689,987
1690,987
1691,987
1692,987
1693,987
1694,987
1695,987
1742,987
1743,987
1744,987
1745,987
1746,987
1764,1002
1820,1002
6879,1002
6714,1002
2713,1002
2714,1002
2715,1002
2716,1002
2717,1002
2718,1002
2719,1002
2720,1002
2739,1002
2745,1002
2746,1002
2747,1002
2748,1002
2749,1002
2750,1002
2751,1002
2752,1002
2753,1002
2754,1002
2755,1002
2756,1002
2765,1002
2766,1002
2767,1002
2768,1002
2769,1002
2770,1002
2771,1002
2772,1002
2773,1002
2774,1002
2775,1002
2776,1002
2777,1002
2778,1002
2799,1002
2800,1002
2801,1002
2802,1002
2803,1002
2804,1002
2805,1002
2806,1002
2807,1002
2808,1002
2809,1002
2825,1002
2826,1002
2872,1002
4670,1002
1983,1025
1984,1025
1985,1025
2058,1025
2059,1025
2060,1025
2061,1025
2116,1025
2117,1025
2118,1025
2119,1025
2153,1025
2154,1025
2155,1025
1982,1027
2007,1027
2055,1027
2056,1027
2057,1027
2112,1027
2113,1027
2114,1027
2115,1027
2151,1027
2152,1027
1980,1045
2172,1051
2178,1051
2179,1051
2180,1051
2181,1051
2182,1051
2188,1051
2189,1051
2190,1051
2191,1051
2195,1051
2196,1051
2197,1051
2202,1051
2402,1062
2421,1062
6326,1062
2387,1064
2419,1064
2390,1065
2412,1065
2436,1073
2438,1077
2447,1084
7683,1100
6822,1100
2519,1100
2536,1100
2537,1100
2547,1100
6758,1110
2566,1110
2587,1110
2617,1110
2666,1119
2649,1121
2660,1121
2672,1121
2644,1125
2645,1125
2646,1125
2647,1125
2648,1125
2650,1125
2651,1125
2652,1125
2653,1125
2655,1125
2656,1125
2657,1125
2667,1125
2668,1125
2669,1125
2670,1125
2671,1125
2702,1137
2703,1137
2784,1137
2786,1137
2792,1137
2822,1137
2823,1137
2824,1137
6863,1142
7110,1142
7111,1142
7112,1142
7235,1142
7430,1142
7431,1142
7437,1142
7556,1142
7670,1142
7687,1142
2940,1142
2941,1142
2942,1142
2943,1142
2952,1142
2953,1142
2958,1142
2959,1142
2960,1142
2961,1142
2970,1142
2971,1142
2972,1142
2973,1142
5944,1306
5950,1306
5964,1306
5965,1306
5970,1306
6169,1326
6170,1326
6168,1331
6185,1331
6242,1336
6258,1336
6267,1336
6287,1336
6288,1336
6200,1340
6238,1340
6273,1340
6298,1340
6303,1348
6338,1348
6349,1357
6350,1357
6351,1357
6352,1357
6355,1357
6356,1357
6357,1357
6368,1357
6372,1357
6373,1357
6379,1357
6380,1357
6381,1357
6382,1357
6383,1357
6384,1357
6385,1357
6393,1371
6485,1384
6489,1391
6537,1395
6545,1401
6566,1408
6612,1408
6629,1417
6630,1417
6631,1417
6641,1417
6642,1417
6659,1417
7871,1426
7875,1426
7876,1426
7877,1426
7884,1426
7885,1426
7889,1426
7890,1426
7878,1433
1838,1433
7950,1446
2345,494
6552,1406
6578,1406
6606,1406
6636,1414
6637,1414
6638,1414
6648,1414
7874,1429
7943,1438
7944,1443
